,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0140053,BP,GO:0140053,mitochondrial gene expression,35/5177,66/20875,0.53030303030303,2.13831867057673,5.31899989211463,7.89856029932762e-07,8.34776752014246e-06,4.26746859774099e-06,841647/836619/819012/820846/820872/837298/837784/827696/828915/839880/830284/842573/830147/842592/836553/827418/814746/821352/824042/828169/821181/837825/837734/28719435/826707/829027/817349/829193/834962/841273/825466/817747/835506/825134/828174,35
GO:0062012,BP,GO:0062012,regulation of small molecule metabolic process,59/5177,134/20875,0.440298507462687,1.77539720751083,5.17108344220262,8.70416314010298e-07,9.0702260759017e-06,4.63679718678383e-06,842344/844376/825110/841427/835862/827786/826918/839293/836300/830354/837583/816808/843034/822530/824340/7922308/829556/830961/821339/824825/836519/832268/841665/839880/828205/843830/818437/835968/824599/842775/821181/834085/837277/827017/822475/830751/823899/829435/836690/830153/819826/836263/824779/814873/844309/834757/836367/843886/828213/843236/836666/815963/837095/830662/830825/831612/838176/827479/830663,59
GO:0048598,BP,GO:0048598,embryonic morphogenesis,25/5177,41/20875,0.609756097560976,2.45869394177813,5.36895219932629,9.50704074066999e-07,9.76990822658713e-06,4.99448223242571e-06,843314/831541/821982/839401/820060/828230/829381/820732/818173/823827/814714/843693/837048/816640/838363/842341/827760/830889/834197/817788/832093/3768574/828569/827588/843393,25
GO:0009648,BP,GO:0009648,photoperiodism,73/5177,177/20875,0.412429378531073,1.6630216876253,5.08709603150632,1.04436969217066e-06,1.06344493768976e-05,5.43644497294315e-06,842256/820213/827954/818511/839963/835595/822085/843571/837501/836617/839752/818841/824906/817919/844241/821810/820572/837579/823531/830303/821132/817857/831743/839455/815840/839314/840295/836385/844055/831635/835842/826760/834663/828706/818116/826499/828303/844042/821339/827933/842993/816837/819383/826470/836519/840099/816232/841922/844194/829882/835788/818362/816642/838318/836466/830566/843330/838006/814878/839497/832392/820391/834883/828645/843595/821298/834815/834439/841156/834301/819956/829544/818596,73
GO:0010118,BP,GO:0010118,stomatal movement,70/5177,168/20875,0.416666666666667,1.68010752688172,5.08268728220689,1.10298443787937e-06,1.11802513475955e-05,5.71546481446585e-06,842344/817442/842951/816413/818982/843440/832437/835701/841122/831020/835039/817170/835504/837507/816488/835111/832773/831889/843321/829347/828328/828465/835956/817857/817721/829597/842655/835809/818581/820816/829034/827933/826470/840099/837597/835064/830997/835926/834756/837403/832669/823721/843377/832667/827522/824083/829668/838598/827842/835320/843288/821136/836685/827095/842538/837805/840100/832370/832356/841670/816623/835515/815058/828378/824087/815055/816705/834664/821134/822391,70
GO:0009606,BP,GO:0009606,tropism,57/5177,129/20875,0.441860465116279,1.78169542385596,5.11428584350214,1.15171476286422e-06,1.15503225869676e-05,5.90464921486236e-06,841427/818253/843166/840038/833947/841891/818030/816488/844110/840859/830501/822380/824589/829754/816354/825277/826470/836370/816799/843141/829919/843432/827328/829914/816538/835926/840847/821556/843693/823587/823721/836554/839108/819092/836862/843330/818903/835105/821879/836013/837483/823923/838312/820793/833476/822519/831258/814823/818390/828569/837989/843393/830297/831806/28718318/836598/816703,57
GO:0042180,BP,GO:0042180,cellular ketone metabolic process,64/5177,150/20875,0.426666666666667,1.72043010752688,5.08522266218241,1.17803890371205e-06,1.17277980146334e-05,5.99537656353455e-06,842344/844187/832040/844376/825110/841427/835862/827786/826918/836300/830354/837583/816808/820199/822530/828466/818944/7922308/830961/822006/824825/820255/836519/820185/832268/843048/841665/839880/817642/837330/838945/819779/843830/818437/843222/842775/833792/821181/827017/822475/830751/823899/829435/836690/830842/842350/837731/824779/825516/839932/814873/844309/5007993/836367/843886/828213/843236/836666/838468/837095/830825/842354/831612/838176,64
GO:0009250,BP,GO:0009250,glucan biosynthetic process,61/5177,141/20875,0.432624113475177,1.74445207046442,5.09359617847768,1.18496429251023e-06,1.17443127657681e-05,6.00381908205185e-06,816556/828801/821148/825079/836456/838450/839903/829149/817755/836504/824909/842752/816399/830399/827298/836698/839880/844225/830368/836408/816697/814637/834426/836213/830559/821783/829376/839467/837716/838257/827940/835035/830847/831140/840847/830090/833975/837610/818766/830315/827550/832497/830549/821589/818580/830665/820845/818212/831769/836343/834883/832042/839531/835257/837095/824746/822807/842961/825117/5007694/843133,61
GO:0010166,BP,GO:0010166,wax metabolic process,24/5177,39/20875,0.615384615384615,2.48138957816377,5.31758173211072,1.23787735593831e-06,1.21606453909358e-05,6.21665280074747e-06,838044/828328/831743/823849/822389/829556/820485/837710/829105/837610/824702/835889/841367/838755/823914/844309/837147/841575/836367/828553/836280/843182/839395/827018,24
GO:0019216,BP,GO:0019216,regulation of lipid metabolic process,44/5177,92/20875,0.478260869565217,1.92847124824684,5.12540294544498,1.40953765478166e-06,1.36663868267961e-05,6.98640402804823e-06,829266/841427/836300/2745572/830354/837583/840851/816808/823849/830454/7922308/829556/830961/837710/820295/829105/5007825/836519/841665/839880/818437/834284/842775/821181/827017/822475/830751/824885/823899/829435/836690/824779/823914/814873/844309/834757/836367/828213/836666/836280/819146/830825/838176/827479,44
GO:0008654,BP,GO:0008654,phospholipid biosynthetic process,66/5177,157/20875,0.420382165605096,1.6950893774399,5.02037690523816,1.52137491880656e-06,1.45607985791357e-05,7.44363694180032e-06,825529/842344/836333/836528/843440/843128/820113/817224/841357/829460/835527/838646/835825/820151/834298/814698/838226/817786/844110/835762/836530/841232/842608/831505/829556/826788/824669/828329/827142/830014/838801/819123/818514/826564/844425/836181/829181/843982/819217/825233/821181/820681/834828/825825/824592/827017/842700/842541/840007/823899/840112/817234/830139/836400/839113/827430/827230/832804/816377/843694/821206/821418/821324/814779/828140/841281,66
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,63/5177,148/20875,0.425675675675676,1.7164341761116,5.02294807374124,1.56501116551776e-06,1.49144226457462e-05,7.62441337047116e-06,842344/827932/842951/824454/831104/826396/837555/832287/817170/827786/819778/822402/837423/829597/835436/820327/825097/821212/826470/829652/829366/814686/817646/820632/828169/831928/824072/837332/820263/844282/818766/820664/829751/843028/817761/840148/842953/835320/820665/838057/835972/832395/831532/819419/816598/826986/817365/838895/838544/841883/816623/830517/831344/824462/815058/821203/820335/815055/844085/826480/835246/828613/822391,63
GO:0009630,BP,GO:0009630,gravitropism,46/5177,98/20875,0.469387755102041,1.89269256089533,5.08678396160215,1.58883531761196e-06,1.50770330139348e-05,7.70754154075591e-06,841427/818253/843166/840038/833947/841891/818030/816488/844110/840859/830501/824589/829754/816354/825277/836370/816799/843141/829919/843432/827328/829914/816538/840847/821556/843693/823587/839108/843330/835105/821879/836013/837483/838312/820793/833476/822519/831258/814823/818390/828569/843393/831806/28718318/836598/816703,46
GO:0022603,BP,GO:0022603,regulation of anatomical structure morphogenesis,77/5177,192/20875,0.401041666666667,1.61710349462366,4.93311924915373,1.96288775843803e-06,1.83148104657607e-05,9.36272822016466e-06,842414/818982/844050/823405/837479/843224/828972/842193/842529/820555/817721/835098/825107/819634/829034/819814/829456/830381/839401/816878/830737/827125/840052/826470/836519/836408/831902/834154/827328/820777/837657/820732/816290/819077/829016/829799/831411/836861/823959/821696/817659/842672/824134/817173/830751/835702/819300/827568/818820/842999/838598/839901/818903/836710/837654/843917/835467/830879/829750/816598/821884/817361/831813/830000/817121/818029/827760/843212/829612/838443/826750/835761/28718283/3768521/841156/836598/3767658,77
GO:0006006,BP,GO:0006006,glucose metabolic process,28/5177,50/20875,0.56,2.25806451612903,5.11464116840679,2.38779591062153e-06,2.20032433086199e-05,1.12482947855725e-05,824459/837507/839293/844293/829034/835603/844291/824710/837904/822349/842072/816505/828758/822277/819826/833559/840953/828564/816652/830052/816672/840895/820461/824572/836609/824746/837848/828759,28
GO:0010026,BP,GO:0010026,trichome differentiation,43/5177,91/20875,0.472527472527473,1.90535271180432,4.97042695417426,2.76069226940484e-06,2.52309170523475e-05,1.28983163406619e-05,818077/832171/834031/834213/836617/817306/827702/842529/820419/837876/832523/821982/842992/839401/831959/827965/838371/818794/827130/844375/840218/833791/819230/827922/842858/816795/832498/830326/838571/836584/6240858/828167/824702/844348/843165/835641/842777/827917/817593/835401/824976/3768521/837452,43
GO:0006275,BP,GO:0006275,regulation of DNA replication,27/5177,48/20875,0.5625,2.26814516129032,5.05121656536649,3.21312878708655e-06,2.8433639663504e-05,1.45355826082487e-05,831836/826554/819896/837339/814812/844213/820217/840218/831145/838621/817684/820746/830326/831023/822079/837997/825111/817506/824636/824585/823971/837249/832503/816345/7922426/818444/841559,27
GO:0071669,BP,GO:0071669,plant-type cell wall organization or biogenesis,117/5177,324/20875,0.361111111111111,1.45609318996416,4.75148511292433,3.25792692870276e-06,2.87161148261152e-05,1.4679986951467e-05,824749/834213/822557/821148/820274/831809/834677/844049/829842/816649/817830/839419/818131/839718/839903/829149/826716/824909/842752/836801/836523/816399/829618/822241/822105/844160/826470/830399/819834/827298/828020/842602/836408/834523/838138/831914/844375/844194/836500/840976/844000/839475/834426/825285/817818/829381/836213/830559/839218/829376/839467/843134/830847/814838/841588/830090/818553/824134/831430/831858/817173/829650/840032/818130/832059/842999/831736/842784/830549/819380/836710/820322/818230/821672/828968/831522/839723/815021/819083/816338/834996/821519/822543/843288/818285/835028/818139/838203/831088/836685/843886/836170/835641/843373/821224/817444/841228/829900/828024/824715/844288/819283/816604/818341/828940/815247/818349/829997/816845/838608/818746/818656/839384/837596/843806/834436/836357,117
GO:0031329,BP,GO:0031329,regulation of cellular catabolic process,50/5177,112/20875,0.446428571428571,1.80011520737327,4.87569178366646,3.55937141009166e-06,3.10054618925953e-05,1.58503258105644e-05,837357/841427/839244/819550/821463/841891/829557/837583/824560/828876/828328/837511/839621/816808/819941/835931/820492/839689/822473/824853/825027/836223/844250/832507/821797/844417/820485/837284/838495/839880/833552/819966/837498/823551/817131/824599/824886/828598/832242/829635/837157/843502/817747/829314/826714/830825/828579/824514/838880/835246,50
GO:0016126,BP,GO:0016126,sterol biosynthetic process,19/5177,29/20875,0.655172413793103,2.64182424916574,5.08082290594087,4.23694323804119e-06,3.59254122465089e-05,1.83654573816234e-05,832482/841465/838593/5007825/837712/817488/842213/826819/837254/820679/838621/831216/843982/818012/843941/835105/828374/824460/829617,19
GO:0016144,BP,GO:0016144,S-glycoside biosynthetic process,29/5177,54/20875,0.537037037037037,2.16547192353644,4.92456260875846,4.93084412235471e-06,4.12994605739867e-05,2.11127287239215e-05,828409/816585/820128/826975/837277/828100/830153/836263/816765/838440/841433/842553/836210/826811/815963/832366/830662/843749/842897/844013/831270/827011/838210/832365/825068/830663/838211/821508/818912,29
GO:0019758,BP,GO:0019758,glycosinolate biosynthetic process,29/5177,54/20875,0.537037037037037,2.16547192353644,4.92456260875846,4.93084412235471e-06,4.12994605739867e-05,2.11127287239215e-05,828409/816585/820128/826975/837277/828100/830153/836263/816765/838440/841433/842553/836210/826811/815963/832366/830662/843749/842897/844013/831270/827011/838210/832365/825068/830663/838211/821508/818912,29
GO:0019761,BP,GO:0019761,glucosinolate biosynthetic process,29/5177,54/20875,0.537037037037037,2.16547192353644,4.92456260875846,4.93084412235471e-06,4.12994605739867e-05,2.11127287239215e-05,828409/816585/820128/826975/837277/828100/830153/836263/816765/838440/841433/842553/836210/826811/815963/832366/830662/843749/842897/844013/831270/827011/838210/832365/825068/830663/838211/821508/818912,29
GO:0060560,BP,GO:0060560,developmental growth involved in morphogenesis,145/5177,421/20875,0.344418052256532,1.38878246877634,4.62784020771174,4.94482330639213e-06,4.12994605739867e-05,2.11127287239215e-05,816556/827468/842414/836528/818982/841276/835217/832171/843512/818380/841891/818030/831565/843468/831809/824269/816488/837479/841347/834200/828972/828060/842193/830303/820555/843677/827088/831141/837454/830019/825905/829149/824831/836504/827341/819814/829139/836801/832846/816399/816297/844020/831976/832814/839401/830737/837388/827091/840052/826470/836519/819979/816495/814776/827298/841511/817411/831902/840336/818011/843432/816548/820777/832941/837657/839218/834876/827940/829600/835035/825234/824072/814838/831411/825338/844046/832418/842096/834756/815101/818553/836209/843546/839937/824134/841733/829223/835702/834784/836555/818339/840032/842806/818130/842999/838598/831736/829913/836710/830445/824585/818978/838276/843917/843911/824229/821519/822543/843288/832073/816598/828645/838203/821884/843886/831813/830000/830453/817121/816346/821224/829610/821324/817444/824715/844288/829612/838443/816604/841373/818341/828940/843182/815247/826851/829997/831725/835761/28718283/838608/843908/818656/834664/827503/833982,145
GO:0048584,BP,GO:0048584,positive regulation of response to stimulus,106/5177,290/20875,0.36551724137931,1.47385984427141,4.66652106210821,4.9697485129781e-06,4.13527581490342e-05,2.11399750178919e-05,842344/834042/819210/842736/831155/835379/818982/841427/828626/819911/816762/833590/835150/837501/817049/817170/841792/818862/839752/826918/843615/818841/842741/834184/838073/835219/831889/838427/829785/835956/824897/835919/844273/840859/835007/820816/824718/819814/843117/821382/5007825/827933/842993/826470/836463/827510/814812/820989/837417/841860/838388/841922/819674/837107/841764/819878/836822/833656/824940/820746/829240/820573/842775/829880/838448/824072/841284/841140/828556/824311/821338/824955/836466/831747/824019/822475/834676/843330/814644/827568/837997/820612/827842/840148/820159/838057/832392/817956/819419/836367/834702/844047/838544/816346/841622/818029/829571/841670/830062/819390/838421/836740/843247/823681/819126/831078,106
