"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090114","GO:0090114","COPII-coated vesicle budding","7/2105","24/20875",0.00776390925625492,0.0351606924938441,0.025250318307094,"837438/824384/816913/837054/834798/825521/814675",7
"GO:0042538","GO:0042538","hyperosmotic salinity response","13/2105","62/20875",0.00801056141889776,0.0361945091633683,0.0259927439570222,"818902/817047/834646/836103/837075/836881/835008/2745818/824359/821495/834660/818694/832733",13
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","9/2105","36/20875",0.00803965350466219,0.0362428315885229,0.0260274462489847,"841165/842275/820201/825257/838077/829993/838713/830440/835297",9
"GO:0009593","GO:0009593","detection of chemical stimulus","8/2105","30/20875",0.0081309027071752,0.0364296037381494,0.0261615748993175,"817828/828763/827114/842432/819700/829558/821717/836163",8
"GO:0052543","GO:0052543","callose deposition in cell wall","8/2105","30/20875",0.0081309027071752,0.0364296037381494,0.0261615748993175,"835828/824629/842281/830154/819903/825650/818258/838438",8
"GO:0051274","GO:0051274","beta-glucan biosynthetic process","16/2105","83/20875",0.00813656124100798,0.0364296037381494,0.0261615748993175,"841015/828500/831554/822697/836216/837059/825831/817872/819903/817814/843450/825650/822338/818258/839292/831970",16
"GO:0000045","GO:0000045","autophagosome assembly","11/2105","49/20875",0.00843153623617249,0.0375794714598638,0.0269873415132551,"825794/819816/828287/829174/825452/836827/821453/834630/825369/834415/831594",11
"GO:0005985","GO:0005985","sucrose metabolic process","11/2105","49/20875",0.00843153623617249,0.0375794714598638,0.0269873415132551,"842975/841567/828081/828603/832206/829638/830979/843531/840454/819828/814817",11
"GO:0009914","GO:0009914","hormone transport","23/2105","135/20875",0.00845080165337046,0.0375803143502027,0.026987946826969,"829417/843986/816256/822148/819314/836165/842281/824516/843602/842275/837881/820398/838324/843201/822320/838456/824330/838221/817157/829103/829829/843985/844193",23
"GO:0006814","GO:0006814","sodium ion transport","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"824349/817047/844299/814729/819566",5
"GO:0009683","GO:0009683","indoleacetic acid metabolic process","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"823555/830154/835571/828484/823556",5
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"824489/837438/831870/820142/841841",5
"GO:0033198","GO:0033198","response to ATP","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"817022/819248/843997/821036/842733",5
"GO:0090158","GO:0090158","endoplasmic reticulum membrane organization","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"816915/821706/820600/835498/837404",5
"GO:1901141","GO:1901141","regulation of lignin biosynthetic process","5/2105","14/20875",0.00953382387145288,0.0418299176542588,0.0300397591917306,"832145/830416/828364/826844/822338",5
"GO:0007029","GO:0007029","endoplasmic reticulum organization","9/2105","37/20875",0.00969404625424085,0.0424383802685655,0.0304767208554379,"816915/821706/820600/835498/825521/841841/829235/837404/826724",9
"GO:0006643","GO:0006643","membrane lipid metabolic process","20/2105","114/20875",0.00980851579181715,0.0428442929265627,0.0307682231863747,"843838/819730/824660/839691/820603/826791/10723114/835203/821460/819961/827960/826789/828239/818371/831966/843459/837820/836015/843300/843785",20
"GO:0080147","GO:0080147","root hair cell development","19/2105","107/20875",0.010252841746326,0.0446860580536777,0.0320908693690317,"834489/819314/837853/842651/831554/816281/819804/842281/824932/828991/819865/834412/839323/817206/818128/819724/827022/824309/821610",19
"GO:1902074","GO:1902074","response to salt","10/2105","44/20875",0.0107665063271636,0.0468212306059875,0.033624223315227,"842880/838107/832491/836596/823713/834210/833957/828945/817103/823754",10
"GO:0042545","GO:0042545","cell wall modification","28/2105","177/20875",0.0109439883057,0.047488231194337,0.0341032234705792,"816699/819130/818785/824918/835828/842404/817184/841820/3768816/828067/824629/839028/837210/832209/819988/842281/830154/835418/818720/828064/831317/819903/830056/825650/839686/818258/838438/828953",28
"GO:0071669","GO:0071669","plant-type cell wall organization or biogenesis","46/2105","324/20875",0.0109965944590576,0.047611628756799,0.0341918402613614,"834742/818785/817357/838728/828500/6241037/824918/842108/818917/831831/828364/839942/842404/826970/826844/842574/827905/3768816/844028/829044/837543/831554/822697/836216/820941/817874/819988/825831/831419/840272/820600/817872/818720/831317/817814/818128/830056/825146/821312/824895/839686/828953/843203/831513/831402/831400",46
"GO:0009873","GO:0009873","ethylene-activated signaling pathway","16/2105","86/20875",0.0114213793610822,0.0491047782324254,0.0352641314156451,"834101/820429/824408/842710/837125/824807/821902/825831/834768/827297/822041/818670/819614/834509/840115/817375",16
"GO:0009073","GO:0009073","aromatic amino acid family biosynthetic process","11/2105","51/20875",0.0114411640653215,0.0491047782324254,0.0352641314156451,"828364/826844/830457/824629/823601/814980/835571/828815/839103/833436/833841",11
"GO:0097237","GO:0097237","cellular response to toxic substance","11/2105","51/20875",0.0114411640653215,0.0491047782324254,0.0352641314156451,"836533/835511/843864/824120/842281/830443/824516/816248/838652/824119/837405",11
"GO:1905037","GO:1905037","autophagosome organization","11/2105","51/20875",0.0114411640653215,0.0491047782324254,0.0352641314156451,"825794/819816/828287/829174/825452/836827/821453/834630/825369/834415/831594",11
"GO:0071365","GO:0071365","cellular response to auxin stimulus","22/2105","131/20875",0.0116002050171864,0.0495267550503308,0.0355671700708761,"819314/829166/829946/835539/838224/835538/825831/842281/842052/824516/816913/828457/832224/824330/844295/827369/838740/844193/823754/820292/817382/821610",22
"GO:0015766","GO:0015766","disaccharide transport","6/2105","20/20875",0.0116651849458647,0.0495267550503308,0.0355671700708761,"842975/821531/831156/816412/836626/814817",6
"GO:0015770","GO:0015770","sucrose transport","6/2105","20/20875",0.0116651849458647,0.0495267550503308,0.0355671700708761,"842975/821531/831156/816412/836626/814817",6
"GO:0034308","GO:0034308","primary alcohol metabolic process","6/2105","20/20875",0.0116651849458647,0.0495267550503308,0.0355671700708761,"822299/841899/831604/836565/829473/839303",6
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","6/2105","20/20875",0.0116651849458647,0.0495267550503308,0.0355671700708761,"837444/816218/828805/815120/820139/831884",6
