"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035091","MF","GO:0035091","phosphatidylinositol binding","18/1956","122/26522",0.00364263561614373,0.020824270867512,0.0138443906044401,"824681/834489/839416/828212/832491/820109/831154/844033/814723/836222/837210/826791/827369/841165/831551/833474/826368/830374",18
"GO:0022853","MF","GO:0022853","active monoatomic ion transmembrane transporter activity","23/1956","171/26522",0.00374250902354933,0.0212075511334462,0.0140992029696041,"842975/824349/828470/821863/844278/825513/831754/834574/839902/831654/821531/832703/829918/821416/836389/823950/824900/840139/843519/829112/842022/839670/844299",23
"GO:0008324","MF","GO:0008324","monoatomic cation transmembrane transporter activity","42/1956","372/26522",0.00396710534077213,0.0221639901700239,0.0147350627169134,"830991/842975/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/834574/839902/817460/819940/829439/831654/821531/832703/842041/817490/829918/821036/821416/839138/836389/823950/824900/840139/843519/829112/828899/819253/819252/816847/842022/839670/844299/842281/842387",42
"GO:0017018","MF","GO:0017018","myosin phosphatase activity","18/1956","123/26522",0.00397991154755847,0.0221639901700239,0.0147350627169134,"836040/835250/825399/840379/830564/834356/837276/843609/817553/838835/817438/818609/817489/837255/818571/819724/842708/835762",18
"GO:0004602","MF","GO:0004602","glutathione peroxidase activity","4/1956","10/26522",0.00431470016021756,0.0230967040048884,0.0153551494769341,"819427/817715/825483/842652",4
"GO:0016174","MF","GO:0016174","NAD(P)H oxidase H2O2-forming activity","4/1956","10/26522",0.00431470016021756,0.0230967040048884,0.0153551494769341,"837430/842710/838506/834842",4
"GO:0102360","MF","GO:0102360","daphnetin 3-O-glucosyltransferase activity","4/1956","10/26522",0.00431470016021756,0.0230967040048884,0.0153551494769341,"829559/816041/816040/817525",4
"GO:0102425","MF","GO:0102425","myricetin 3-O-glucosyltransferase activity","4/1956","10/26522",0.00431470016021756,0.0230967040048884,0.0153551494769341,"829559/816041/816040/817525",4
"GO:0015179","MF","GO:0015179","L-amino acid transmembrane transporter activity","7/1956","29/26522",0.00432616282444503,0.0230967040048884,0.0153551494769341,"827860/844329/821086/826685/818060/841044/824786",7
"GO:0051287","MF","GO:0051287","NAD binding","13/1956","78/26522",0.00442704620285077,0.0234415725167344,0.0155844249418733,"814985/838352/814983/817426/836150/826884/820139/823794/819870/827841/833436/831884/819567",13
"GO:0008641","MF","GO:0008641","ubiquitin-like modifier activating enzyme activity","5/1956","16/26522",0.00476149322405054,0.0244121001804496,0.0162296510894956,"828287/834630/835604/820798/819941",5
"GO:0008970","MF","GO:0008970","phospholipase A1 activity","5/1956","16/26522",0.00476149322405054,0.0244121001804496,0.0162296510894956,"825433/817604/827388/839917/821286",5
"GO:0015562","MF","GO:0015562","efflux transmembrane transporter activity","5/1956","16/26522",0.00476149322405054,0.0244121001804496,0.0162296510894956,"838122/814938/817544/841044/842281",5
"GO:0070403","MF","GO:0070403","NAD+ binding","5/1956","16/26522",0.00476149322405054,0.0244121001804496,0.0162296510894956,"817426/836150/823794/819870/833436",5
"GO:0015035","MF","GO:0015035","protein-disulfide reductase activity","8/1956","37/26522",0.00482970263875122,0.0245668338947503,0.0163325211488645,"843560/844010/839355/829251/833992/816248/822003/842337",8
"GO:0015036","MF","GO:0015036","disulfide oxidoreductase activity","9/1956","45/26522",0.00496495077036439,0.0248632418422899,0.0165295790641262,"843560/844010/839355/829251/833992/816248/822003/842337/843864",9
"GO:0102483","MF","GO:0102483","scopolin beta-glucosidase activity","9/1956","45/26522",0.00496495077036439,0.0248632418422899,0.0165295790641262,"825182/832525/825184/842945/842479/819055/842478/839435/828896",9
"GO:0016645","MF","GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","7/1956","30/26522",0.00528950775595155,0.0262847846949592,0.017474649104682,"816469/833862/835358/835799/829452/816694/829096",7
"GO:0051082","MF","GO:0051082","unfolded protein binding","15/1956","98/26522",0.00535530985259952,0.0264086272120557,0.017556982080037,"837365/835341/816578/837252/831076/831075/825434/828520/832267/836301/837441/816258/835421/833746/842280",15
"GO:0019842","MF","GO:0019842","vitamin binding","18/1956","127/26522",0.00559684392874866,0.0273906149846336,0.0182098271365985,"827024/815864/817022/837082/828726/831599/820034/814732/835480/839691/816281/832845/831024/834660/831604/832075/819804/843565",18
"GO:0016758","MF","GO:0016758","hexosyltransferase activity","44/1956","402/26522",0.00569925365282478,0.0276820891708632,0.0184036049889395,"824481/836802/835032/820307/827194/817189/815950/842342/827635/837968/828500/817357/824736/817566/829559/837075/816041/829560/838846/824018/816031/828081/836383/816040/817525/837059/842114/832206/831554/822462/818252/818371/821710/829924/831966/815080/818986/827229/827960/831823/819331/827912/817814/830979",44
"GO:0008422","MF","GO:0008422","beta-glucosidase activity","11/1956","63/26522",0.00595035582006282,0.0284735545167451,0.0189297869363402,"825182/832525/824893/825184/842945/832474/842479/819055/842478/839435/828896",11
"GO:0016831","MF","GO:0016831","carboxy-lyase activity","11/1956","63/26522",0.00595035582006282,0.0284735545167451,0.0189297869363402,"822298/831599/814732/817426/2745818/831452/814980/836339/829623/823794/841765",11
"GO:0030170","MF","GO:0030170","pyridoxal phosphate binding","14/1956","90/26522",0.00605560720324066,0.0285541770313392,0.0189833863920261,"827024/815864/817022/837082/828726/831599/820034/814732/835480/839691/831024/834660/832075/843565",14
"GO:0070279","MF","GO:0070279","vitamin B6 binding","14/1956","90/26522",0.00605560720324066,0.0285541770313392,0.0189833863920261,"827024/815864/817022/837082/828726/831599/820034/814732/835480/839691/831024/834660/832075/843565",14
"GO:0016811","MF","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","12/1956","72/26522",0.00612019854657933,0.0286496250803641,0.0190468421586908,"841032/838069/829566/836558/835019/829911/819049/836227/816789/836228/827506/843459",12
"GO:0015116","MF","GO:0015116","sulfate transmembrane transporter activity","5/1956","17/26522",0.00634077947394124,0.0286543474702427,0.0190499816976683,"830806/816783/838917/820844/824353",5
"GO:0016849","MF","GO:0016849","phosphorus-oxygen lyase activity","5/1956","17/26522",0.00634077947394124,0.0286543474702427,0.0190499816976683,"844307/820669/814753/818563/817754",5
"GO:0004551","MF","GO:0004551","dinucleotide phosphatase activity","4/1956","11/26522",0.00638734680451231,0.0286543474702427,0.0190499816976683,"814985/814983/838410/826884",4
"GO:0008429","MF","GO:0008429","phosphatidylethanolamine binding","4/1956","11/26522",0.00638734680451231,0.0286543474702427,0.0190499816976683,"819816/828287/825794/820798",4
"GO:0008865","MF","GO:0008865","fructokinase activity","4/1956","11/26522",0.00638734680451231,0.0286543474702427,0.0190499816976683,"837112/817697/837111/835258",4
"GO:0052747","MF","GO:0052747","sinapyl alcohol dehydrogenase activity","4/1956","11/26522",0.00638734680451231,0.0286543474702427,0.0190499816976683,"829955/843600/839958/829572",4
"GO:0004683","MF","GO:0004683","calmodulin-dependent protein kinase activity","9/1956","47/26522",0.00668752382609605,0.0296700945907624,0.0197252706420581,"819609/836011/843936/838470/825806/816235/831123/825804/828283",9
"GO:0004712","MF","GO:0004712","protein serine/threonine/tyrosine kinase activity","11/1956","64/26522",0.00671764176429248,0.0296700945907624,0.0197252706420581,"834176/823846/842432/829103/841591/816972/828713/818989/821676/829245/822378",11
"GO:0015294","MF","GO:0015294","solute:monoatomic cation symporter activity","8/1956","39/26522",0.00675155403226326,0.0296700945907624,0.0197252706420581,"842975/834574/839902/821531/832703/821416/836389/843519",8
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","10/1956","56/26522",0.00726945247006911,0.0317301776734098,0.0210948549629317,"842890/825847/820438/842432/827890/820137/842891/825880/817257/835411",10
"GO:0005507","MF","GO:0005507","copper ion binding","24/1956","191/26522",0.00733356351712926,0.0317951814232584,0.0211380707523048,"822580/820078/830142/839295/839515/830421/833738/818630/831193/842650/826838/843444/814980/832075/837405/842580/820984/830635/843565/838909/818269/828805/826595/819567",24
"GO:0008374","MF","GO:0008374","O-acyltransferase activity","17/1956","121/26522",0.00759485402296839,0.0327085046589172,0.0217452662552358,"830510/820316/821249/824082/833897/820330/837163/822299/821286/831117/839779/835238/841899/837820/839558/817667/841709",17
"GO:0015295","MF","GO:0015295","solute:proton symporter activity","7/1956","32/26522",0.00768665531879162,0.032884631363837,0.0218623588014429,"842975/839902/821531/832703/821416/836389/843519",7
"GO:0042887","MF","GO:0042887","amide transmembrane transporter activity","10/1956","57/26522",0.0082473892182668,0.0346238451040161,0.0230186227838334,"837525/834646/842884/834574/819392/843543/832845/835437/828512/835691",10
"GO:0015174","MF","GO:0015174","basic amino acid transmembrane transporter activity","5/1956","18/26522",0.00825398165018339,0.0346238451040161,0.0230186227838334,"827860/844329/844074/818060/840072",5
"GO:0015645","MF","GO:0015645","fatty acid ligase activity","5/1956","18/26522",0.00825398165018339,0.0346238451040161,0.0230186227838334,"832820/842748/828484/819767/814974",5
"GO:0004396","MF","GO:0004396","hexokinase activity","4/1956","12/26522",0.00902739913330784,0.0369094926589675,0.0245381668646875,"837112/817697/837111/835258",4
"GO:0004708","MF","GO:0004708","MAP kinase kinase activity","4/1956","12/26522",0.00902739913330784,0.0369094926589675,0.0245381668646875,"829103/841591/828713/821676",4
"GO:0016229","MF","GO:0016229","steroid dehydrogenase activity","4/1956","12/26522",0.00902739913330784,0.0369094926589675,0.0245381668646875,"818354/818353/843947/816152",4
"GO:0045551","MF","GO:0045551","cinnamyl-alcohol dehydrogenase activity","4/1956","12/26522",0.00902739913330784,0.0369094926589675,0.0245381668646875,"829955/843600/839958/829572",4
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","11/1956","67/26522",0.00948999145925805,0.0385568206457906,0.0256333433656225,"842890/835610/825847/820438/842432/827890/820137/842891/825880/817257/835411",11
"GO:0015297","MF","GO:0015297","antiporter activity","23/1956","185/26522",0.0096559888370938,0.0388863007534953,0.0258523883125731,"824349/828470/842203/842477/844278/828955/831754/814938/844329/830806/830058/831193/831654/821934/828669/816783/821935/832120/840139/842022/831479/843454/844299",23
"GO:0016810","MF","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","18/1956","134/26522",0.00969147743237268,0.0388863007534953,0.0258523883125731,"823555/824763/841032/838069/832290/829566/841602/835501/821199/836558/835019/829911/819049/836227/816789/836228/827506/843459",18
"GO:0004197","MF","GO:0004197","cysteine-type endopeptidase activity","10/1956","59/26522",0.0105031743936914,0.040988859819489,0.0272502115143417,"838212/834629/828614/844270/830299/817135/826792/839561/834321/836158",10
"GO:0005351","MF","GO:0005351","carbohydrate:proton symporter activity","5/1956","19/26522",0.0105327410681659,0.040988859819489,0.0272502115143417,"842975/821531/832703/821416/843519",5
"GO:0005402","MF","GO:0005402","carbohydrate:monoatomic cation symporter activity","5/1956","19/26522",0.0105327410681659,0.040988859819489,0.0272502115143417,"842975/821531/832703/821416/843519",5
"GO:0005545","MF","GO:0005545","1-phosphatidylinositol binding","5/1956","19/26522",0.0105327410681659,0.040988859819489,0.0272502115143417,"834489/839416/828212/814723/833474",5
"GO:0016668","MF","GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","5/1956","19/26522",0.0105327410681659,0.040988859819489,0.0272502115143417,"829251/816248/820984/822003/842337",5
"GO:0044183","MF","GO:0044183","protein folding chaperone","7/1956","34/26522",0.010802472793702,0.041786810926536,0.0277807053251208,"837429/831856/829073/834207/820438/820102/832950",7
"GO:0015248","MF","GO:0015248","sterol transporter activity","4/1956","13/26522",0.0122882770455704,0.0469717572274466,0.0312277610376376,"817653/831841/836061/826368",4
"GO:0034485","MF","GO:0034485","phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","4/1956","13/26522",0.0122882770455704,0.0469717572274466,0.0312277610376376,"841160/836633/827526/814721",4
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","11/1956","70/26522",0.0130695887545187,0.049374001961515,0.0328248212486527,"843631/827931/835639/817171/818626/817715/834545/827381/836635/827710/819567",11
"GO:0050661","MF","GO:0050661","NADP binding","11/1956","70/26522",0.0130695887545187,0.049374001961515,0.0328248212486527,"838508/818354/837768/818353/821049/837773/834076/822003/827841/837465/819567",11
